label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21
navid,-0.04981271177530289,0.18737445771694183,-0.8655713200569153,-1.6533422470092773,-0.3331855535507202,-1.54799222946167,0.835845410823822,-1.6088980436325073,0.2912392318248749,-1.5309512615203857,-0.4666040539741516,1.1506364345550537,0.4096478819847107,1.2081736326217651,-0.018607784062623978,2.3287546634674072,-0.04972316697239876,-0.060195185244083405,-0.04877890646457672,0.31458431482315063,0.2955491840839386,1.2118560075759888
navid,-0.053852468729019165,0.20804013311862946,-0.8722774386405945,-1.6560479402542114,-0.3368222117424011,-1.5485872030258179,0.8404654860496521,-1.6150104999542236,0.2919090986251831,-1.5322681665420532,-0.4785490334033966,1.1412551403045654,0.42432817816734314,1.1851606369018555,-0.016832413151860237,2.3314743041992188,-0.05419599264860153,-0.04142632335424423,-0.051463499665260315,0.3334498107433319,0.30728664994239807,1.193961501121521
navid,-0.06120648235082626,0.23940646648406982,-0.9038126468658447,-1.6577043533325195,-0.3483457565307617,-1.539254903793335,0.8810927271842957,-1.6067951917648315,0.3076831102371216,-1.5208419561386108,-0.5353184938430786,1.0847901105880737,0.46882927417755127,1.1385325193405151,-0.03274178504943848,2.3544609546661377,-0.06105648726224899,-0.01816437765955925,-0.05702219158411026,0.37208792567253113,0.3418990671634674,1.1534788608551025
navid,-0.055847812443971634,0.2489296793937683,-0.9119572639465332,-1.6627622842788696,-0.3506198525428772,-1.5406404733657837,0.886158287525177,-1.6046699285507202,0.3103776276111603,-1.5206280946731567,-0.5425794720649719,1.076425552368164,0.4683065116405487,1.1325966119766235,-0.03668329864740372,2.3516247272491455,-0.054948337376117706,-0.010114339180290699,-0.05416998639702797,0.38150814175605774,0.3419685959815979,1.1477417945861816
navid,-0.05778413638472557,0.2484065145254135,-0.9119718670845032,-1.6682953834533691,-0.34873393177986145,-1.5425035953521729,0.8955590128898621,-1.5944217443466187,0.31584152579307556,-1.5161354541778564,-0.5478041768074036,1.06523859500885,0.46798616647720337,1.133470892906189,-0.04176784306764603,2.3557276725769043,-0.056563057005405426,-0.011727563105523586,-0.05599316954612732,0.3827511668205261,0.34123489260673523,1.147487998008728
navid,-0.05725858733057976,0.24627308547496796,-0.9141779541969299,-1.6665773391723633,-0.34991392493247986,-1.5413254499435425,0.8979592323303223,-1.5932766199111938,0.31672945618629456,-1.51558256149292,-0.5482779741287231,1.0647473335266113,0.46762824058532715,1.1332162618637085,-0.04204647243022919,2.357537031173706,-0.05604315549135208,-0.013732939027249813,-0.05540050193667412,0.3809136152267456,0.3408123850822449,1.1478068828582764
navid,-0.055530846118927,0.23444035649299622,-0.9109615683555603,-1.6605876684188843,-0.3476330041885376,-1.539351463317871,0.8971649408340454,-1.5901954174041748,0.3180009722709656,-1.5151325464248657,-0.5519464612007141,1.0690890550613403,0.46606120467185974,1.1416107416152954,-0.046319253742694855,2.3605566024780273,-0.0538678877055645,-0.025852713733911514,-0.05429707467556,0.37181198596954346,0.33932971954345703,1.1535979509353638
navid,-0.057678163051605225,0.2225940227508545,-0.9117414355278015,-1.6542762517929077,-0.35190290212631226,-1.5370608568191528,0.886372983455658,-1.590413212776184,0.3108585476875305,-1.5143262147903442,-0.5378357768058777,1.0796068906784058,0.467526912689209,1.14503014087677,-0.03516761586070061,2.3679726123809814,-0.05716157332062721,-0.037921879440546036,-0.055222153663635254,0.36171433329582214,0.3419511616230011,1.1570780277252197
navid,-0.05482088774442673,0.22032701969146729,-0.9119318127632141,-1.6535052061080933,-0.35479462146759033,-1.5395439863204956,0.8766424059867859,-1.6005942821502686,0.3061079680919647,-1.5204367637634277,-0.5177318453788757,1.1069549322128296,0.45622166991233826,1.1568689346313477,-0.026190081611275673,2.3464951515197754,-0.05487017706036568,-0.0387747585773468,-0.05233807489275932,0.3570438623428345,0.3337017297744751,1.165155291557312
navid,-0.053106967359781265,0.21229994297027588,-0.9006302356719971,-1.6521416902542114,-0.3484373390674591,-1.5415716171264648,0.8695539832115173,-1.597173810005188,0.3052886724472046,-1.521636962890625,-0.5134375691413879,1.1073685884475708,0.4467848539352417,1.1634207963943481,-0.0276829544454813,2.3551559448242188,-0.05254938080906868,-0.04566645249724388,-0.05157153308391571,0.3488794267177582,0.32578396797180176,1.1710644960403442
navid,-0.051476940512657166,0.23122864961624146,-0.904777467250824,-1.6506028175354004,-0.3525829017162323,-1.542414665222168,0.8633837699890137,-1.6069585084915161,0.3008344769477844,-1.5259840488433838,-0.5233983397483826,1.0984776020050049,0.45911166071891785,1.1442275047302246,-0.02568851038813591,2.358224868774414,-0.05139889195561409,-0.026923371478915215,-0.049538493156433105,0.3649066388607025,0.33553051948547363,1.15581214427948
navid,-0.05532336235046387,0.2529119551181793,-0.9097360372543335,-1.658508539199829,-0.3491975665092468,-1.5414884090423584,0.881719708442688,-1.6054028272628784,0.3070948123931885,-1.5224486589431763,-0.5535512566566467,1.0724050998687744,0.47536006569862366,1.1230318546295166,-0.036725595593452454,2.3587489128112793,-0.05472414940595627,-0.008583052083849907,-0.05289813131093979,0.38781172037124634,0.34798458218574524,1.1415190696716309
navid,-0.056843582540750504,0.24334616959095,-0.9150816798210144,-1.6537796258926392,-0.35182613134384155,-1.532930850982666,0.8909872770309448,-1.6042799949645996,0.3096708655357361,-1.51625394821167,-0.5564057230949402,1.06825590133667,0.4777638912200928,1.1214778423309326,-0.036892637610435486,2.3691978454589844,-0.05645756423473358,-0.017201093956828117,-0.05413414165377617,0.3800320029258728,0.34922099113464355,1.1421403884887695
navid,-0.06099611148238182,0.22602368891239166,-0.9085818529129028,-1.6431523561477661,-0.3497236967086792,-1.530602216720581,0.8939388990402222,-1.598656177520752,0.31438589096069336,-1.5150974988937378,-0.5588693022727966,1.0692293643951416,0.47757142782211304,1.132904291152954,-0.03792769834399223,2.3761649131774902,-0.060642894357442856,-0.03416656702756882,-0.0576004721224308,0.36534157395362854,0.34844890236854553,1.1520140171051025
navid,-0.08465704321861267,0.20352348685264587,-0.8986032009124756,-1.6245414018630981,-0.34417450428009033,-1.5250881910324097,0.9174358248710632,-1.5887001752853394,0.3271442651748657,-1.511898398399353,-0.5518590211868286,1.0727653503417969,0.48473066091537476,1.137499213218689,-0.042954638600349426,2.3928093910217285,-0.08514350652694702,-0.057325318455696106,-0.07490607351064682,0.3488790988922119,0.3529822528362274,1.1520724296569824
navid,-0.11242254078388214,0.17229776084423065,-0.8706677556037903,-1.6031098365783691,-0.3331860601902008,-1.5225608348846436,0.9194248914718628,-1.5890923738479614,0.32901573181152344,-1.516779899597168,-0.5160622596740723,1.0986213684082031,0.4756315052509308,1.159578800201416,-0.029073823243379593,2.399167776107788,-0.11486800014972687,-0.08941605687141418,-0.09355280548334122,0.3225693702697754,0.34576112031936646,1.1687238216400146
navid,-0.19141529500484467,0.13074815273284912,-0.7945442199707031,-1.6227028369903564,-0.3019651472568512,-1.5240627527236938,0.9285657405853271,-1.5601226091384888,0.33476635813713074,-1.4996891021728516,-0.45388734340667725,1.13558828830719,0.4844057559967041,1.1904233694076538,-0.012220664881169796,2.4007210731506348,-0.19858020544052124,-0.1295444518327713,-0.1460818350315094,0.28927749395370483,0.35095760226249695,1.1893633604049683
navid,-0.23128826916217804,0.11954296380281448,-0.7559501528739929,-1.6259115934371948,-0.287930428981781,-1.5389349460601807,0.9299710988998413,-1.5387951135635376,0.3331184387207031,-1.502417802810669,-0.4269215762615204,1.1440509557724,0.49302953481674194,1.207800269126892,-0.002488563535735011,2.3913750648498535,-0.24220004677772522,-0.13870170712471008,-0.1698121726512909,0.28385651111602783,0.36047327518463135,1.1981301307678223
navid,-0.29470208287239075,0.131358802318573,-0.6743753552436829,-1.633727788925171,-0.23439942300319672,-1.5388600826263428,0.9958999752998352,-1.5421996116638184,0.3764679729938507,-1.5085519552230835,-0.43115314841270447,1.103028416633606,0.4812833070755005,1.24661386013031,-0.04564405977725983,2.35030198097229,-0.30509713292121887,-0.13029204308986664,-0.21456263959407806,0.30739283561706543,0.3462775647640228,1.2149262428283691
navid,-0.32611405849456787,0.11905745416879654,-0.6258848905563354,-1.6562610864639282,-0.19997559487819672,-1.5401476621627808,1.0268313884735107,-1.5148051977157593,0.39859071373939514,-1.4954001903533936,-0.4246736764907837,1.0822035074234009,0.4651409685611725,1.275407314300537,-0.07084143906831741,2.34182071685791,-0.334575891494751,-0.14082495868206024,-0.2358170598745346,0.2950166165828705,0.32732072472572327,1.2339271306991577
navid,-0.3706556260585785,0.126222163438797,-0.5617480874061584,-1.6573667526245117,-0.16582091152668,-1.5438721179962158,1.0341194868087769,-1.5170302391052246,0.405441015958786,-1.495862364768982,-0.40933048725128174,1.0686126947402954,0.46606531739234924,1.2761825323104858,-0.08088893443346024,2.3445780277252197,-0.3790183365345001,-0.13278885185718536,-0.2653876841068268,0.3021481931209564,0.3272210657596588,1.2291673421859741
navid,-0.3747903108596802,0.11445187777280807,-0.5363667607307434,-1.6492844820022583,-0.15599146485328674,-1.538974404335022,1.0245654582977295,-1.524750828742981,0.4053839445114136,-1.4987422227859497,-0.39891278743743896,1.0811622142791748,0.45379990339279175,1.2808562517166138,-0.08454318344593048,2.3509042263031006,-0.3830397129058838,-0.14413540065288544,-0.26623842120170593,0.29248708486557007,0.3161356747150421,1.236022710800171
navid,-0.3843775987625122,0.10469292104244232,-0.5120484828948975,-1.6567844152450562,-0.14210788905620575,-1.5389379262924194,1.0325446128845215,-1.5190167427062988,0.4107508361339569,-1.4941260814666748,-0.39030909538269043,1.083578109741211,0.4327760338783264,1.2984576225280762,-0.08257953822612762,2.342059373855591,-0.39310988783836365,-0.15482600033283234,-0.2706393897533417,0.28818586468696594,0.2991015911102295,1.2467056512832642
navid,-0.38216158747673035,0.08309716731309891,-0.47499722242355347,-1.6388427019119263,-0.1284785270690918,-1.5379035472869873,1.0128858089447021,-1.525373101234436,0.40961360931396484,-1.4985030889511108,-0.37350526452064514,1.088308334350586,0.4048290252685547,1.3124585151672363,-0.0852326974272728,2.3617358207702637,-0.39083564281463623,-0.17430801689624786,-0.26655808091163635,0.268154114484787,0.2744390368461609,1.2611734867095947
navid,-0.39892828464508057,0.08749095350503922,-0.4423368275165558,-1.6530430316925049,-0.11520121991634369,-1.5528712272644043,1.0138343572616577,-1.511386513710022,0.4137657582759857,-1.5011751651763916,-0.3544602692127228,1.0829192399978638,0.3845827579498291,1.3337762355804443,-0.07202287018299103,2.3408203125,-0.408847451210022,-0.16922110319137573,-0.2760864794254303,0.26852110028266907,0.2556973993778229,1.2741692066192627
